年度,ID,所属
2018,00378217,三重
2018,80595679,三重
2018,00244583,三重
2018,90266669,福井
2018,10415474,福井
2018,00303280,金沢
2018,40782082,金沢
2018,80749820,金沢
2018,20554463,青山学院
2018,70272424,国立保健医療科学院
2018,10197767,千葉
2018,30758131,千葉
2018,80595984,千葉
2018,60373437,国立病院機構(東京医療センター臨床研究センター)
2018,00728850,国立病院機構南和歌山医療センター(臨床研究部)
2018,30258454,久留米
2018,50219888,国立病院機構南和歌山医療センター(臨床研究部)
2018,10516983,保健医療経営
2018,20782923,山形
2018,30453517,国際医療福祉
2018,20444937,埼玉県立
2018,60547181,駒沢女子
2018,40285010,神奈川県立保健福祉
2018,10198723,東邦
2018,30453848,東邦
2018,50366499,東邦
2018,50537363,東邦
2018,90756173,神奈川県立保健福祉
2018,00507866,奥羽
2018,50770202,立命館
2018,40254289,名古屋市立
2018,40817722,名古屋市立
2018,10199359,札幌医科
2018,70244366,札幌医科
2018,90171719,札幌医科
2018,10452947,鹿児島
2018,60586600,宮崎
2018,30815931,宮崎
2018,20372237,長崎
2018,50644796,九州
2018,60808137,九州
2018,70274454,九州
2018,20452758,九州
2018,70284487,九州
2018,80346783,九州
2018,10350927,徳島
2018,60145315,徳島
2018,80457316,徳島
2018,90243708,徳島文理
2018,10727233,島根
2018,50180534,島根
2018,10546732,九州
2018,70389104,広島国際
2018,10743635,帝京
2018,20374944,奈良県立医科
2018,80433712,奈良県立医科
2018,10183625,国立保健医療科学院
2018,90178294,国際武道
2018,20331150,九州保健福祉
2018,00389579,九州保健福祉
2018,60372885,福岡歯科
2018,20263303,梅花女子
2018,30314321,大阪大谷
2018,50283792,大阪歯科
2018,30759759,大阪大谷
2018,00339136,松本歯科
2018,50454559,大阪歯科
2018,10313529,鶴見
2018,30139620,鶴見
2018,60515584,鶴見
2018,90350587,鶴見
2018,00298233,神奈川歯科
2018,60148004,神奈川歯科
2018,60336542,神奈川歯科
2018,90353531,神奈川県立保健福祉
2018,40166468,日本歯科
2018,60400131,和歌山県立医科
2018,30343578,日本
2018,50318325,日本
2018,90360057,九州歯科
2018,40347472,京都府立医科
2018,70204542,京都府立医科
2018,00773780,鹿児島
2018,10264433,鹿児島
2018,30756739,昭和
2018,40507125,鹿児島
2018,00304816,鹿児島
2018,10170515,長崎
2018,20238140,長崎
2018,10344516,九州
2018,20226038,徳島
2018,10403627,広島
2018,50169265,広島
2018,00379760,岡山
2018,20613566,京都府立医科
2018,40200141,大阪歯科
2018,60251542,東京医科歯科
2018,90581611,東京医科歯科
2018,10236820,東北
2018,30302152,東北
2018,50333828,東北
2018,70261518,東北
2018,70339745,東北
2018,40238035,東北
2018,10631864,北海道
2018,90250464,北海道
2018,50762027,岡山
2018,70759290,北海道
2018,10244782,福岡歯科
2018,80592980,福岡看護
2018,70526996,福岡看護
2018,20309991,福岡看護
2018,40807096,福岡看護
2018,80527002,福岡看護
2018,00595259,福岡看護
2018,30460413,金沢工業
2018,30815569,朝日
2018,90173278,朝日
2018,10420762,九州歯科
2018,60164828,松本歯科
2018,50311395,国立保健医療科学院
2018,00609414,神奈川歯科
2018,20188519,東京理科
2018,20247315,神奈川歯科
2018,20308307,神奈川歯科
2018,60297017,日本歯科
2018,80313518,日本
2018,00245820,昭和
2018,10370959,国立感染症研究所
2018,70364156,九州歯科
2018,80382422,九州歯科
2018,00438219,京都府立医科
2018,40711362,京都府立医科
2018,20211097,千葉県立保健医療
2018,70312048,千葉県立保健医療
2018,80248848,千葉県立保健医療
2018,20325799,長崎
2018,20779988,鹿児島
2018,70332898,鹿児島
2018,70759448,鹿児島
2018,90437880,長崎
2018,60295087,東北
2018,10712680,名古屋
2018,20192403,九州
2018,30571765,九州
2018,70189801,徳島
2018,50325289,徳島
2018,20335681,広島
2018,30735303,広島
2018,70403558,広島
2018,90403518,広島
2018,00263591,岡山
2018,10304320,岡山
2018,20746044,岡山
2018,80284074,岡山
2018,80744185,岡山
2018,60779742,岡山
2018,30816450,大阪
2018,10303140,新潟
2018,20733405,上越教育
2018,80334671,新潟
2018,00292318,東北
2018,20448484,東北
2018,40756235,東北
2018,50436127,東北
2018,80291128,東北
2018,30306154,北海道
2018,00756273,神奈川県立病院機構神奈川県立こども医療センター(臨床研究所)
2018,70392040,神奈川県立病院機構神奈川県立こども医療センター(臨床研究所)
2018,60301636,愛知学院
2018,40317566,神奈川歯科
2018,20784797,神奈川歯科
2018,20227036,麻布
2018,90273698,東京歯科
2018,80637760,東京歯科
2018,80307058,昭和
2018,00326472,九州歯科
2018,60406494,埼玉医科
2018,70548924,九州歯科
2018,30453260,北海道医療
2018,50337036,北海道医療
2018,70781053,北海道医療
2018,20305915,北海道医療
2018,20433435,北海道医療
2018,30382500,北海道医療
2018,40306254,北海道医療
2018,50323704,九州歯科
2018,70238971,九州歯科
2018,90448811,九州歯科
2018,60511730,大阪医科
2018,80295807,鹿児島
2018,90199513,長崎
2018,40230750,長崎
2018,70805986,長崎
2018,00301317,徳島
2018,40273693,徳島
2018,90511337,徳島
2018,00803107,大阪
2018,20262206,東京医科歯科
2018,50585221,東京医科歯科
2018,00354267,物質・材料研究機構
2018,80737346,東京医科歯科
2018,60781292,東北
2018,20792162,東北
2018,80770891,東北
2018,10827273,東北
2018,30333826,鶴見
2018,10097321,鶴見
2018,10637664,東京歯科
2018,00736655,昭和
2018,10736713,昭和
2018,40805842,昭和
2018,80219295,昭和
2018,90783522,昭和
2018,20349963,明海
2018,50138484,明海
2018,00329492,名古屋女子
2018,50111901,神奈川歯科
2018,90645607,奈良県立医科
2018,40780002,鹿児島
2018,30287099,鹿児島
2018,90404540,新潟
2018,50378733,琉球
2018,50347770,鹿児島
2018,30563358,鹿児島
2018,60467470,鹿児島
2018,10457666,鹿児島
2018,20806476,鹿児島
2018,00228975,長崎
2018,00359960,明海
2018,10253676,長崎
2018,30581954,長崎
2018,90346916,徳島
2018,50614020,徳島
2018,10646152,徳島
2018,20322240,広島
2018,40580915,広島
2018,50611935,広島
2018,90758179,広島
2018,10583445,岡山
2018,20633712,岡山
2018,20380024,岡山
2018,40803078,大阪
2018,40803086,大阪
2018,00420258,東京医科歯科
2018,00127250,東北
2018,80746818,東北
2018,90758442,東北
2018,90770462,東北
2018,60187896,日本歯科
2018,00594954,昭和
2018,60160115,日本
2018,10178551,明海
2018,50194311,明海
2018,80228907,東京歯科
2018,40242440,新潟
2018,30815767,新潟
2018,20464018,新潟
2018,40453287,北海道医療
2018,40453279,北海道医療
2018,90295907,北海道医療
2018,30545059,横浜市立
2018,10273103,信州
2018,10315260,長崎
2018,70201465,奈良県立医科
2018,10804156,徳島
2018,90202952,九州
2018,40350037,広島
2018,80363084,広島
2018,10264053,広島
2018,00170663,岡山
2018,40610928,岡山
2018,70217701,大阪
2018,30590517,大阪
2018,30599931,京都
2018,50378642,京都
2018,80637596,京都
2018,90229138,京都
2018,40313663,山梨
2018,90345041,山梨
2018,30302558,千葉
2018,60375730,千葉
2018,10618060,千葉
2018,90447160,東北
2018,80779281,日本歯科
2018,40779295,日本歯科
2018,10434078,日本
2018,20362238,日本
2018,50339230,日本
2018,70386100,日本
2018,10233743,東京歯科
2018,20783062,昭和
2018,90405374,奈良県立医科
2018,00190439,高知
2018,00200824,高知
2018,60432762,徳島
2018,90397943,広島
2018,70379882,広島
2018,70237535,岡山
2018,70736537,岡山
2018,10803687,岡山
2018,20457229,岡山
2018,70335628,岡山理科
2018,40597168,神戸
2018,80755637,神戸
2018,10437030,新潟
2018,30571905,新潟
2018,40506896,東京医科歯科
2018,70323699,東京医科歯科
2018,10253460,福岡歯科
2018,40303002,岡山
2018,40273932,常葉
2018,90321877,国立がん研究センター
2018,40508339,東京
2018,10449069,防衛医科大学校(医学教育部医学科進学課程及び専門課程、動物実験施設、共同利用研究施設、病院並びに防衛
2018,40202072,朝日
2018,70513670,朝日
2018,80609107,朝日
2018,10014276,神奈川歯科
2018,20814883,日本歯科
2018,70350139,日本歯科
2018,90287772,日本歯科
2018,90235713,日本歯科
2018,50277456,日本
2018,10571771,九州歯科
2018,00271164,京都府立医科
2018,70262962,京都工芸繊維
2018,00325838,琉球
2018,60751493,琉球
2018,00392225,東北医科薬科
2018,10284887,鹿児島
2018,30372262,山形
2018,60325123,鹿児島
2018,60347094,鹿児島
2018,20210643,九州
2018,40760476,九州
2018,70380516,九州
2018,20335665,広島
2018,70243251,広島
2018,30218250,大阪
2018,30542253,金沢
2018,10420259,東京医科歯科
2018,30192321,徳島
2018,30221857,東京医科歯科
2018,50400263,東北
2018,10460445,松本歯科
2018,40346490,広島
2018,60243987,関西
2018,40435699,鶴見
2018,90252692,鶴見
2018,50333456,東京医科歯科
2018,10279135,久留米
2018,30401334,鶴見
2018,20610281,日本歯科
2018,60267268,日本歯科
2018,90722835,東京歯科
2018,70405439,和歌山県立医科
2018,00294570,鹿児島
2018,50635480,鹿児島
2018,60578912,琉球
2018,10437957,鹿児島
2018,30726758,鹿児島
2018,50649861,鹿児島女子短期
2018,50759777,鹿児島
2018,60217875,鹿児島
2018,70535674,鹿児島
2018,20346802,九州
2018,70294957,九州
2018,80580472,福岡歯科
2018,20112063,岡山
2018,90221936,岡山
2018,30736567,岡山
2018,70432648,岡山
2018,20154015,富山
2018,60404737,富山
2018,70404738,富山
2018,20305139,新潟
2018,60802395,東京
2018,50301891,北海道
2018,40346185,京都府立
2018,70591387,京都府立
2018,30422794,金沢
2018,10366768,日本歯科
2018,20386254,日本歯科
2018,40817095,日本歯科
2018,00300830,日本
2018,30284962,琉球
2018,40422422,群馬
2018,80578914,琉球
2018,20404501,鹿児島
2018,70305150,鹿児島
2018,80224640,東北
2018,50456654,長崎
2018,50770822,長崎
2018,50322300,佐賀
2018,70594844,佐賀
2018,60774114,佐賀
2018,30756143,佐賀
2018,10284374,香川
2018,30760318,広島
2018,30423320,岡山
2018,90451814,東京
2018,20301096,千葉
2018,20272049,秋田
2018,50581162,秋田
2018,40548202,北海道
2018,60389955,明倫短期
2018,00157629,明倫短期
2018,90323980,明倫短期
2018,10131385,大阪歯科
2018,70632066,大阪歯科
2018,50226114,日本歯科
2018,20804074,日本歯科
2018,80177831,昭和
2018,30235684,昭和
2018,70307057,昭和
2018,10343500,昭和
2018,10392870,電気通信
2018,40254784,岩手医科
2018,60548163,東京理科
2018,00611287,九州歯科
2018,20759386,九州歯科
2018,80404490,鹿児島
2018,50773024,鹿児島
2018,40524781,鹿児島
2018,50736147,九州
2018,40823612,九州
2018,50195872,九州
2018,90288845,徳島
2018,40581393,徳島
2018,10359911,徳島
2018,30324792,大阪
2018,30204241,新潟
2018,80431922,東京医科歯科
2018,80176239,東北
2018,60585355,新潟
2018,00508921,東北
2018,00508939,東北
2018,50372321,東北
2018,10223760,鶴見
2018,20267537,鶴見
2018,70552389,鶴見
2018,50796399,鶴見
2018,60582343,鶴見
2018,10267106,日本
2018,20549985,東京歯科
2018,70755016,東京歯科
2018,70184760,昭和
2018,80251536,昭和
2018,30773379,九州歯科
2018,70181659,九州歯科
2018,00608870,長崎
2018,70513167,長崎
2018,50304697,九州
2018,60240876,広島
2018,80806571,広島
2018,40779443,岡山
2018,20782014,岡山
2018,00172635,岡山
2018,90631581,岡山
2018,90105594,岡山
2018,60790285,新潟
2018,60386737,早稲田
2018,80242436,新潟
2018,90189267,大阪工業
2018,20242216,東京医科歯科
2018,80706995,東京医科歯科
2018,30756292,東北
2018,50282827,山形
2018,70452117,山形
2018,80510015,東北
2018,30323603,東北
2018,60451910,東京医科歯科
2018,80257295,神奈川歯科
2018,10815682,神奈川歯科
2018,60650851,神奈川歯科
2018,10133464,日本歯科
2018,20326549,日本歯科
2018,20287791,日本歯科
2018,00444654,東北
2018,50216347,東京歯科
2018,60385218,東京歯科
2018,10189251,鹿児島
2018,50553153,鹿児島
2018,80253681,長崎
2018,40226725,長崎
2018,60264256,長崎
2018,00581381,徳島
2018,70760007,広島
2018,80174530,大阪
2018,00169921,新潟
2018,10419715,東京医科歯科
2018,30219688,東京医科歯科
2018,80801539,東京医科歯科
2018,90549982,東北
2018,70363083,東北
2018,50034244,東北
2018,40451992,東京工業
2018,80292225,東北
2018,30706958,福岡歯科
2018,30824213,福岡歯科
2018,30351472,大阪歯科
2018,60749240,大阪歯科
2018,00150459,愛知学院
2018,20750607,愛知学院
2018,80794578,愛知学院
2018,20228430,大阪歯科
2018,40275623,奥羽
2018,50214408,奥羽
2018,10254872,奥羽
2018,30220718,新潟
2018,40638293,北海道医療
2018,70350824,北海道医療
2018,50808235,京都府立医科
2018,70419654,鹿児島
2018,10813157,鹿児島
2018,00284208,広島
2018,40324793,岡山
2018,20452451,大阪
2018,20569785,名古屋
2018,00507767,東京医科歯科
2018,90598195,東京医科歯科
2018,10206766,東北
2018,80451425,東北
2018,20207773,国立長寿医療研究センター
2018,10159105,愛知学院
2018,20410053,鶴見
2018,40367305,鶴見
2018,70366764,日本歯科
2018,10548283,日本歯科
2018,50227930,松本歯科
2018,00028739,金沢工業
2018,60569078,奈良県立医科
2018,00404492,鹿児島
2018,60359982,鹿児島
2018,30790266,鹿児島
2018,10756919,九州
2018,20734528,九州
2018,70725514,日本
2018,30273303,山形
2018,00342444,千歳科学技術
2018,20554299,旭川工業高等専門学校
2018,40567236,北見工業
2018,20619704,北海道
2018,00829393,北海道
2018,50374947,福岡歯科
2018,70509489,岡山
2018,30350937,愛知学院
2018,40749892,愛知学院
2018,90783035,愛知学院
2018,10802902,松本歯科
2018,50261011,松本歯科
2018,70245801,松本歯科
2018,30190416,神奈川歯科
2018,60206810,神奈川歯科
2018,10226532,日本
2018,60408317,東京歯科
2018,70453785,東京歯科
2018,00384438,昭和
2018,90276527,昭和
2018,60439370,昭和
2018,50286845,昭和
2018,00424169,慶應義塾
2018,90218298,鹿児島
2018,90253088,鹿児島
2018,00251538,東京医科歯科
2018,60516300,東京医科歯科
2018,20295091,長崎
2018,60204187,長崎
2018,70253680,長崎
2018,90346601,徳島
2018,00217770,徳島
2018,10432105,富山
2018,70179167,広島
2018,80379883,広島
2018,30581087,岡山
2018,70304326,岡山
2018,70250420,北陸先端科学技術大学院
2018,70437383,大阪
2018,40359849,東北
2018,80278572,大阪歯科
2018,20163610,神奈川歯科
2018,70251824,新潟
2018,20170269,神奈川歯科
2018,30386841,神奈川歯科
2018,80300937,医薬基盤・健康・栄養研究所
2018,80385070,神奈川歯科
2018,40409222,日本歯科
2018,40287777,日本歯科
2018,30779781,日本歯科
2018,90204065,日本
2018,40710166,昭和
2018,50275343,昭和
2018,80710673,昭和
2018,10453630,九州歯科
2018,40301890,千葉県立保健医療
2018,80208222,九州
2018,80611326,九州
2018,00581399,徳島
2018,10195315,徳島
2018,50380019,徳島
2018,10291494,徳島
2018,10201071,岡山
2018,10211301,北海道
2018,60282761,岡山
2018,30439244,京都
2018,50272604,東京医科歯科
2018,60803187,東京医科歯科
2018,10396731,東京
2018,80177378,福岡歯科
2018,30344518,福岡歯科
2018,40596376,福岡歯科
2018,50230397,日本
2018,00217712,兵庫医科
2018,50309473,兵庫医科
2018,90284760,兵庫医科
2018,30734173,朝日
2018,50298436,朝日
2018,50440235,創価
2018,10164667,長崎
2018,10177917,関西女子短期
2018,10569247,岩手医科
2018,30453327,岩手医科
2018,40187133,岩手医科
2018,40405551,九州歯科
2018,60582773,大阪歯科
2018,70304813,九州歯科
2018,30437032,横浜市立
2018,70303641,横浜市立
2018,40511259,鹿児島
2018,10432767,徳島
2018,20323404,徳島
2018,10281130,大阪
2018,60233152,東海
2018,40379938,新潟
2018,00712902,東北
2018,00264044,福岡歯科
2018,60356540,岐阜
2018,80396746,鶴見大学短期大学部
2018,10518129,鶴見
2018,00803264,日本歯科
2018,60350138,日本歯科
2018,10783376,昭和
2018,20620983,名古屋市立
2018,30278337,名古屋市立
2018,70584506,名古屋市立
2018,30264055,長崎
2018,00803545,徳島
2018,50356250,徳島
2018,40158598,大阪
2018,60281515,東京医科歯科
2018,70733509,松本歯科
2018,90119222,松本歯科
2018,50756377,日本歯科
2018,70332848,神奈川県立病院機構神奈川県立こども医療センター(臨床研究所)
2018,90363118,筑波
2018,10311929,九州歯科
2018,40316154,九州歯科
2018,80364149,九州歯科
2018,40260351,国立循環器病研究センター
2018,60601119,熊本
2018,80254746,徳島
2018,60399681,浜松医科
2018,10303629,鹿児島
2018,30244247,鹿児島
2018,40729026,九州
2018,00317570,岩手医科
2018,60452778,福岡歯科
2018,90221217,防衛医科大学校(医学教育部医学科進学課程及び専門課程、動物実験施設、共同利用研究施設、病院並びに防衛
2018,30243025,田附興風会
2018,70010080,藍野
2018,00509490,関西医科
2018,40378641,関西医科
2018,50366580,日本
2018,30789186,日本
2018,10367089,東京女子医科
2018,50366001,東海
2018,70509827,順天堂
2018,80124907,第一薬科
2018,10512593,順天堂
2018,70773836,順天堂
2018,50327839,順天堂
2018,60210762,自治医科
2018,00370205,京都府立医科
2018,30610357,横浜市立
2018,90315804,横浜市立
2018,90464536,神奈川県立病院機構神奈川県立こども医療センター(臨床研究所)
2018,30312507,札幌医科
2018,80302024,弘前
2018,20278302,愛媛
2018,90724500,岡山
2018,30529566,神戸
2018,30444582,神戸
2018,50444592,神戸
2018,90403237,神戸
2018,80815697,大阪
2018,00793019,信州
2018,10794620,信州
2018,40646527,信州
2018,50506243,北里
2018,80362705,福井
2018,10568017,東京医科歯科
2018,20569503,東京医科歯科
2018,40372255,筑波
2018,50783883,筑波
2018,70707801,筑波
2018,80804723,筑波
2018,10431595,東北
2018,10755664,東北
2018,30569471,東北
2018,50312004,東北
2018,70271674,北海道
2018,00432146,北海道
2018,90706558,北海道
2018,70625029,北海道
2018,80813542,北海道
2018,90211185,福岡歯科
2018,90177163,大阪医科
2018,20109010,聖マリアンナ医科
2018,20408173,東京医科
2018,40235982,聖マリアンナ医科
2018,40773908,筑波
2018,90759317,筑波
2018,60568210,順天堂
2018,90265885,慶應義塾
2018,00625569,杏林
2018,90328211,杏林
2018,30216585,京都府立医科
2018,60508802,横浜市立
2018,90336579,横浜市立
2018,30203748,札幌医科
2018,70136927,札幌医科
2018,00795304,九州
2018,20380389,九州
2018,50404033,九州
2018,50583027,九州
2018,50266863,山口
2018,90649360,山口
2018,60335255,山口
2018,10464314,広島
2018,00325052,島根
2018,90263467,島根
2018,10726988,神戸
2018,30707120,神戸
2018,50388815,神戸
2018,70419472,大阪
2018,40418760,京都
2018,50572955,京都
2018,60534302,京都
2018,70748269,京都
2018,90812793,京都
2018,10749021,滋賀医科
2018,30401805,富山
2018,10624926,富山
2018,40422620,新潟
2018,60191623,秋田
2018,60569573,東北
2018,30361075,東北
2018,40302088,岩手
2018,70375210,岩手
2018,40260939,防衛医科大学校(医学教育部医学科進学課程及び専門課程、動物実験施設、共同利用研究施設、病院並びに防衛
2018,50288841,関西医科
2018,30302269,日本医科
2018,20763155,日本医科
2018,00188046,日本医科
2018,10421190,日本医科
2018,40633128,獨協医科
2018,40254544,和歌山県立医科
2018,50264891,和歌山県立医科
2018,50254545,和歌山県立医科
2018,80228759,和歌山県立医科
2018,30202328,島根
2018,70322253,早稲田
2018,00364068,奈良県立医科
2018,20632764,奈良県立医科
2018,40596748,奈良県立医科
2018,70571214,奈良県立医科
2018,00381963,京都府立医科
2018,30837547,札幌医科
2018,00751140,宮崎
2018,20244204,宮崎
2018,10336183,長崎
2018,30380843,長崎
2018,60622610,長崎
2018,80840701,長崎
2018,70314797,広島
2018,00253229,岡山
2018,30304299,岡山
2018,00570342,神戸
2018,30234470,近畿
2018,00378465,滋賀医科
2018,80531516,滋賀医科
2018,90814848,滋賀医科
2018,00293770,三重
2018,10327653,浜松医科
2018,40194625,浜松医科
2018,90173608,浜松医科
2018,30194723,山梨
2018,90456476,山梨
2018,90751652,山梨
2018,30535167,新潟
2018,70568550,新潟
2018,70646265,新潟
2018,30420178,群馬
2018,70436327,群馬
2018,30447825,東北
2018,80342707,北海道
2018,00399544,国立病院機構(東京医療センター臨床研究センター)
2018,80082238,国立病院機構(東京医療センター臨床研究センター)
2018,80215946,防衛医科大学校(医学教育部医学科進学課程及び専門課程、動物実験施設、共同利用研究施設、病院並びに防衛
2018,20464828,防衛医科大学校(医学教育部医学科進学課程及び専門課程、動物実験施設、共同利用研究施設、病院並びに防衛
2018,80327626,防衛医科大学校(医学教育部医学科進学課程及び専門課程、動物実験施設、共同利用研究施設、病院並びに防衛
2018,20359524,順天堂
2018,70159614,順天堂
2018,90276709,東京医科
2018,10175771,新潟
2018,20623531,国際医療福祉
2018,00770744,東京医科
2018,40265301,獨協医科
2018,50622982,獨協医科
2018,30343255,奈良県立医科
2018,30453111,京都府立医科
2018,80346254,神戸
2018,40749876,横浜市立
2018,10588479,札幌医科
2018,30756474,札幌医科
2018,00532970,信州
2018,70397272,福井
2018,30294060,新潟
2018,10585235,岐阜
2018,00514530,千葉
2018,00774407,医療法人社団あんしん会四谷メディカルキューブ(臨床研究管理部)
2018,00374968,東北学院
2018,30645742,東北
2018,80408583,宮城県立病院機構宮城県立がんセンター(研究所)
2018,20299514,久留米
2018,20569355,久留米
2018,30738852,久留米
2018,40203583,久留米
2018,50770749,久留米
2018,10208134,近畿
2018,20580559,近畿
2018,70129633,国立病院機構(東京医療センター臨床研究センター)
2018,10213654,日本医科
2018,70228732,日本
2018,60142501,日本
2018,00796352,東京慈恵会医科
2018,50408449,東京慈恵会医科
2018,60234762,東京慈恵会医科
2018,40397039,中部
2018,60623486,奈良県立医科
2018,80223600,国際医療福祉
2018,70646455,名古屋市立
2018,90360023,名古屋市立
2018,00555774,熊本
2018,50795573,香川
2018,80568840,香川
2018,80570663,大阪
2018,00738247,京都
2018,10396971,東京医科歯科
2018,20787816,東京医科歯科
2018,50418638,東京
2018,00555865,東京
2018,00644072,秋田
2018,40509262,宮城県立病院機構宮城県立がんセンター(研究所)
2018,60813889,東京慈恵会医科
2018,20434409,聖マリアンナ医科
2018,70367340,聖マリアンナ医科
2018,20549274,順天堂
2018,70407047,順天堂
2018,10303827,京都府立医科
2018,70404697,札幌医科
2018,90722455,札幌医科
2018,50738515,札幌医科
2018,30260764,札幌医科
2018,30305221,札幌医科
2018,60613148,鹿児島
2018,80153427,鹿児島
2018,90507162,鹿児島
2018,00210419,山口
2018,80555714,山口
2018,10813743,京都
2018,70515345,藍野
2018,50505592,滋賀医科
2018,80794958,滋賀医科
2018,00794869,東京
2018,20794853,東京
2018,50644580,日本医科
2018,80465301,日本医科
2018,30816757,東京医科
2018,30190606,東海
2018,30366033,東海
2018,70307289,東海
2018,50198595,順天堂
2018,60445517,順天堂
2018,80407254,順天堂
2018,90327784,順天堂
2018,10273468,東京医科歯科
2018,90296658,岡山
2018,00177057,獨協医科
2018,30768718,長崎
2018,00814766,大阪
2018,80467571,大阪
2018,90240845,大阪
2018,00467565,大阪
2018,10346215,大阪
2018,50614773,大阪
2018,00265878,藤田医科
2018,30816351,信州
2018,70464089,信州
2018,60779859,千葉
2018,00807935,北海道
2018,40102256,北海道
2018,20221674,国立循環器病研究センター
2018,90183970,国立循環器病研究センター
2018,00551748,大阪医科
2018,10625502,大阪医科
2018,70388255,大阪医科
2018,80432491,大阪医科
2018,90278531,大阪医科
2018,90411363,大阪医科
2018,80270461,東海
2018,80286103,埼玉医科
2018,70816420,東北医科薬科
2018,40178330,奈良県立医科
2018,50382289,奈良県立医科
2018,00601303,熊本
2018,90224451,熊本
2018,90648271,熊本
2018,00363490,長崎
2018,10325053,島根
2018,10544950,京都
2018,80779158,京都
2018,20566484,岐阜
2018,20795075,岐阜
2018,40642096,岐阜
2018,60585610,岐阜
2018,20235493,信州
2018,10773442,信州
2018,00420331,金沢
2018,30175351,富山
2018,90283754,新潟
2018,80771253,東京
2018,40588456,東北
2018,20378772,国立病院機構(京都医療センター臨床研究センター)
2018,30396642,東京医科歯科
2018,50767415,国立病院機構(京都医療センター臨床研究センター)
2018,80373512,国立病院機構(京都医療センター臨床研究センター)
2018,40333645,宮城県立病院機構宮城県立がんセンター(研究所)
2018,20772453,福岡
2018,40271605,福岡
2018,40533089,福岡
2018,60734671,近畿
2018,70162443,近畿
2018,30752745,近畿
2018,80725979,聖マリアンナ医科
2018,10333113,日本医科
2018,90384437,昭和
2018,10245839,昭和
2018,70622059,昭和
2018,80817594,昭和
2018,20816962,順天堂
2018,80347210,順天堂
2018,00526725,奈良県立医科
2018,50274775,宮崎
2018,10448441,佐賀
2018,50272969,島根
2018,20236730,大阪
2018,00452441,大阪
2018,70791391,大阪
2018,90612078,大阪
2018,70263085,浜松医科
2018,20444200,金沢
2018,30226302,千葉
2018,40594320,山形
2018,50375341,山形
2018,80744458,山形
2018,80253532,東北
2018,70608322,北海道
2018,20201858,国立長寿医療研究センター
2018,80506345,国立長寿医療研究センター
2018,10380528,福岡
2018,20253411,福岡
2018,40549333,久留米
2018,60223608,明治国際医療
2018,00387937,常葉
2018,20793433,藤田医科
2018,90555616,明治国際医療
2018,40266482,東京医科
2018,90532226,東京医科
2018,60383824,慶應義塾
2018,20176564,北里
2018,30178793,北里
2018,00168006,埼玉医科
2018,30590202,慶應義塾
2018,20388185,京都府立医科
2018,70275220,京都府立医科
2018,80291798,京都府立医科
2018,50405312,京都府立医科
2018,70405314,京都府立医科
2018,40238134,名古屋市立
2018,70448710,名古屋市立
2018,50595395,名古屋市立
2018,70444966,名古屋市立
2018,30381867,名古屋市立
2018,00595184,名古屋市立
2018,40755683,名古屋市立
2018,20295356,札幌医科
2018,20538136,札幌医科
2018,90285007,札幌医科
2018,80347103,鹿児島
2018,90642611,鹿児島
2018,60380888,長崎
2018,00363276,高知
2018,80380062,高知
2018,90721853,高知
2018,00573297,東邦
2018,00610841,岡山
2018,20733322,岡山
2018,90537218,岡山
2018,00808925,大阪
2018,80759530,大阪
2018,90240952,滋賀医科
2018,80230704,滋賀医科
2018,40346028,滋賀医科
2018,60510310,滋賀医科
2018,30640148,滋賀医科
2018,80748583,滋賀医科
2018,60379435,浜松医科
2018,30515888,東京都健康長寿医療センター(東京都健康長寿医療センター研究所)
2018,50509776,岐阜
2018,60334926,岐阜
2018,80393114,東京都健康長寿医療センター(東京都健康長寿医療センター研究所)
2018,90589227,東京都健康長寿医療センター(東京都健康長寿医療センター研究所)
2018,10633191,筑波
2018,90272195,筑波
2018,00617524,東北
2018,10622425,東北
2018,80722545,東北
2018,60362472,東北
2018,80568171,東北
2018,80749218,東北
2018,50125499,久留米
2018,40295069,久留米
2018,60569440,久留米
2018,90389297,久留米
2018,90271220,日本医科
2018,60439685,東海
2018,90245572,東海
2018,10286552,慶應義塾
2018,30445407,慶應義塾
2018,10383829,慶應義塾
2018,50601598,京都府立医科
2018,90534511,京都府立医科
2018,70464568,名古屋市立
2018,30566229,名古屋市立
2018,30122047,名古屋市立
2018,90347211,福島県立医科
2018,00769606,福島県立医科
2018,00796302,大分
2018,60404381,大分
2018,60796415,大分
2018,20433047,大分
2018,10404386,大分
2018,40404256,長崎
2018,70128601,高知
2018,90406182,高知
2018,10423873,愛媛
2018,70444734,愛媛
2018,30432644,岡山
2018,70362704,大阪
2018,70403053,大阪
2018,40759528,大阪
2018,80804400,大阪
2018,80817015,岐阜
2018,20792302,岐阜
2018,30380520,大分
2018,40591730,帝京
2018,20529135,東京
2018,30372379,東京
2018,40159588,東京
2018,40165626,東京
2018,80420420,東京
2018,80595257,東京
2018,80805622,自治医科
2018,20241953,千葉
2018,50345013,千葉
2018,50758919,筑波
2018,10400136,弘前
2018,80282135,弘前
2018,00250514,北海道
2018,90250422,北海道
2018,10334236,統計数理研究所
2018,10399842,北海道
2018,90322859,北海道
2018,90806605,京都
2018,80708595,筑波
2018,90263079,国立病院機構(京都医療センター臨床研究センター)
2018,60046117,国際医療福祉
2018,50398963,東亜
2018,80638304,金沢
